"code";"description"
"F929";"Trastorno mixto de la conducta y de las emociones, no especificado"
"F93";"Trastornos emocionales de comienzo específico en la niñez"
"F930";"Trastorno de ansiedad de separacion en la ninez"
"F931";"Trastorno de ansiedad fobica en la ninez"
"F932";"Trastorno de ansiedad social en la ninez"
"F933";"Trastorno de rivalidad entre hermanos"
"F938";"Otros trastornos emocionales en la ninez"
"F939";"Trastorno emocional en la ninez, no especificado"
"F94";"Trastornos del comportamiento social de comienzo específico en la niñez y en la adolescencia"
"F940";"Mutismo electivo"
"F941";"Trastorno de vinculacion reactiva en la ninez"
"F942";"Trastorno de vinculacion desinhibida en la ninez"
"F948";"Otros trastornos del comportamiento social en la ninez"
"F949";"Trastorno del comportamiento social en la ninez, no especificado"
"F95";"Trastornos por tics"
"F950";"Trastorno por tic transitorio"
"F951";"Trastorno por tic motor o vocal cronico"
"F952";"Trastorno por tics motores y vocales multiples combinados [de la Tourette]"
"F958";"Otros trastornos por tics"
"F959";"Trastorno por tic, no especificado"
"F98";"Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia"
"F980";"Enuresis no organica"
"F981";"Encopresis no organica"
"F982";"Trastorno de la ingestion alimentaria en la infancia y la ninez"
"F983";"Pica en la infancia y la ninez"
"F984";"Trastornos de los movimientos estereotipados"
"F985";"Tartamudez [espasmofemia]"
"F986";"Farfulleo"
"F988";"Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la ninez y en la adolescencia"
"F989";"Trastornos no especificados, emocionales y del comportamiento, que aparecen habitualmente en la ninez y en la adolescencia"
"F99";"Trastorno mental, no especificado"
"F99X";"Trastorno mental, no especificado"
"G00";"Meningitis bacteriana, no clasificada en otra parte"
"G000";"Meningitis por hemofilos"
"G001";"Meningitis  neumococica"
"G002";"Meningitis estreptococica"
"G003";"Meningitis estafilococica"
"G008";"Otras meningitis bacterianas"
"G009";"Meningitis bacteriana, no especificada"
"G01";"Meningitis en enfermedades bacterianas clasificadas en otra parte"
"G01X";"Meningitis en enfermedades bacterianas clasificadas en otra parte"
"G02";"Meningitis en otras enfermedades infecciosas y parasitarias clasificada en otra parte"
"G020";"Meningitis en enfermedades virales clasificadas en otra parte"
"G021";"Meningitis en micosis"
"G028";"Meningitis en otras enfermedades infecciosas y parasitarias especificadas clasificadas en otra parte"
"G03";"Meningitis debida a otras causas y a las no especificadas"
"G030";"Meningitis apiogena"
"G031";"Meningitis cronica"
"G032";"Meningitis recurrente benigna [Mollaret]"
"G038";"Meningitis debidas a otras causas especificadas"
"G039";"Meningitis, no especificada"
"G04";"Encefalitis, mielitis y encefalomielitis"
"G040";"Encefalitis aguda diseminada"
"G041";"Mielopatia asociada al virus linfotropico de celulas T humanas"
"G042";"Meningoencefalitis y meningomielitis bacterianas, no clasificadas en otra parte"
"G048";"Otras encefalitis, mielitis y encefalomielitis"
"G049";"Encefalitis, mielitis y encefalomielitis, no especificadas"
"G05";"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra parte"
"G050";"Encefalitis, mielitis y encefalomielitis en enfermedades bacterianas clasificadas en otra parte"
"G051";"Encefalitis, mielitis y encefalomielitis en enfermedades virales clasificadas en otra parte"
"G052";"Encefalitis, mielitis y encefalomielitis en otras enfermedades infecciosas y parasitarias clasificadas en otra parte"
"G058";"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra parte"
"G06";"Absceso y granuloma intracraneal e intrarraquídeo"
"G060";"Absceso y granuloma intracraneal"
"G061";"Absceso y granuloma intrarraquideo"
"G062";"Absceso extradural y subdural, no especificado"
"G07";"Absceso y granuloma intracraneal e intrarraquídeo en enfermedades clasificadas en otra parte"
"G07X";"Absceso y granuloma intracraneal e intrarraquideo en enfermedades clasificadas en otra parte"
"G08";"Flebitis y tromboflebitis intracraneal e intrarraquídea"
"G08X";"Flebitis y tromboflebitis intracraneal e intrarraquidea"
"G09";"Secuelas de enfermedades inflamatorias del sistema nervioso central"
"G09X";"Secuelas de enfermedades inflamatorias del sistema nervioso central"
"G10";"Enfermedad de Huntington"
"G10X";"Enfermedad de Huntington"
"G11";"Ataxia hereditaria"
"G110";"Ataxia congenita no progresiva"
"G111";"Ataxia cerebelosa de iniciacion temprana"
"G112";"Ataxia cerebelosa de iniciacion tardia"
"G113";"Ataxia cerebelosa con reparacion defectuosa del ADN"
"G114";"Paraplejia espastica hereditaria"
"G118";"Otras ataxias hereditarias"
"G119";"Ataxia hereditaria, no especificada"
"G12";"Atrofia muscular espinal y síndromes afines"
"G120";"Atrofia muscular espinal infantil, tipo I (Werdnig-Hoffman)"
"G121";"Otras atrofias musculares espinales hereditarias"
"G122";"Enfermedades de las neuronas motoras"
"G128";"Otras atrofias musculares espinales y sindromes afines"
"G129";"Atrofia muscular espinal, sin otra especificacion"
"G13";"Atrofias sistémicas que afectan primariamente el sistema nervioso central en enfermedades clasificadas en otra parte"
"G130";"Neuromiopatia y neuropatia paraneoplasica"
"G131";"Otras atrofias sistemicas que afectan el sistema nervioso central en enfermedad neoplasica"
"G132";"Atrofia sistemica que afecta primariamente el sistema nervioso central en el mixedema"
"G138";"Atrofia sistemica que afecta primariamente el sistema nervioso central en otras enfermedades clasificadas en otra parte"
"G14";"Síndrome postpolio"
"G14X";"Síndrome postpolio"
"G20";"Enfermedad de Parkinson"
"G20X";"Enfermedad de Parkinson"
"G21";"Parkinsonismo secundario"
"G210";"Sindrome neuroleptico maligno"
"G211";"Otro parkinsonismo secundario inducido por drogas"
"G212";"Parkinsonismo secundario debido a otros agentes externos"
"G213";"Parkinsonismo postencefalitico"
"G214";"Parkinsonismo vascular"
"G218";"Otros tipos de parkinsonismo secundario"
"G219";"Parkinsonismo secundario, no especificado"
"G22";"Parkinsonismo en enfermedades clasificadas en otra parte"
"G22X";"Parkinsonismo en enfermedades clasificadas en otra parte"
"G23";"Otras enfermedades degenerativas de los núcleos de la base"
"G230";"Enfermedad de Hallervorden-Spatz"
"G231";"Oftalmoplejia supranuclear progresiva [Steele-Richardson-Olszewski]"
"G232";"Atrofia sistemica multiple, tipo parkinsoniana [AMS-P]"
"G233";"Atrofia multisistemica tipo cerebelosa [ASM-C]"
"G238";"Otras enfermedades degenerativas especificas de los nucleos de la base"
"G239";"Enfermedad degenerativa de los nucleos de la base, no especificada"
"G24";"Distonía"
"G240";"Distonia inducida por drogas"
"G241";"Distonia idiopatica familiar"
"G242";"Distonia idiopatica no familiar"
"G243";"Torticolis espasmodica"
"G244";"Disponia bucofacial idiopatica"
"G245";"Blefarospasmo"
"G248";"Otras distonias"
"G249";"Distonia, no especificada"
"G25";"Otros trastornos extrapiramidales y del movimiento"
"G250";"Temblor esencial"
"G251";"Temblor inducido por drogas"
"G252";"Otras formas especificadas de temblor"
"G253";"Mioclonia"
"G254";"Corea inducida por drogas"
"G255";"Otras coreas"
"G256";"Tics inducidos por drogas y otros tics de origen organico"
"G258";"Otros trastornos extrapiramidales y del movimiento"
"G259";"Trastorno extrapiramidal y del movimiento, no especificado"
"G26";"Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte"
"G26X";"Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte"
"G30";"Enfermedad de Alzheimer"
"G300";"Enfermedad de Alzheimer de comienzo temprano"
"G301";"Enfermedad de Alzheimer de comienzo tardio"
"G308";"Otros tipos de enfermedad de Alzheimer"
"G309";"Enfermedad de Alzheimer, no especificada"
"G31";"Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte"
"G310";"Atrofia cerebral circunscrita"
"G311";"Degeneracion cerebral senil no clasificada en otra parte"
"G312";"Degeneracion del sistema nervioso debida al alcohol"
"G318";"Otras enfermedades degenerativas especificadas del sistema nervioso"
"G319";"Degeneracion del sistema nervioso, no especificada"
"G32";"Otros trastornos degenerativos del sistema nervioso en enfermedades  clasificadas en otra parte"
"G320";"Degeneracion combinada subaguda de la medula espinal en enfermedades clasificadas en otra parte"
"G328";"Otros trastornos degenerativos especificados del sistema nervioso en enfermedades  clasificadas en otra parte"
"G35";"Esclerosis múltiple"
"G35X";"Esclerosis multiple"
"G36";"Otras desmielinizaciones diseminadas agudas"
"G360";"Neuromielitis optica [Devic]"
"G361";"Leucoencefalitis hemorragica aguda y subaguda [Hurst]"
"G368";"Otras desmielinizaciones agudas diseminadas especificadas"
"G369";"Desmielinizacion diseminada aguda, sin otra especificacion"
"G37";"Otras enfermedades desmielinizantes del sistema nervioso central"
"G370";"Esclerosis difusa"
"G371";"Desmielinizacion central del cuerpo calloso"
"G372";"Mielinolisis central pontina"
"G373";"Mielitis transversa aguda en enfermedad desmielinizante del sistema nervioso central"
"G374";"Mielitis necrotizante subaguda"
"G375";"Esclerosis concentrica (Balo)"
"G378";"Otras enfermedades desmielinizantes del sistema nervioso central, especificadas"
"G379";"Enfermedad desmielinizante del sistema nervioso central, no especificada"
"G40";"Epilepsia"
"G400";"Epilepsia y sindromes epilepticos idiopaticos relacionados con localizaciones (focales)(parciales) y con ataques de inicio localizado"
"G401";"Epilepsia y sindromes epilepticos sintomaticos relacionados con localizaciones (focales)(parciales) y con ataques parciales simples"
"G402";"Epilepsia y sindromes epilepticos sintomaticos relacionados con localizaciones (focales)(parciales) y con ataques parciales complejos"
"G403";"Epilepsia y sindromes epilepticos idiopaticos generalizados"
"G404";"Otras epilepsias y sindromes epilepticos generalizados"
"G405";"Sindromes epilepticos especiales"
"G406";"Ataques de gran mal, no especificados (con o sin pequeno mal)"
"G407";"Pequeno mal, no especificado (sin ataque de gran mal)"
"G408";"Otras epilepsias"
"G409";"Epilepsia, tipo no especificado"
"G41";"Estado de mal epiléptico"
"G410";"Estado de gran mal epileptico"
"G411";"Estado de pequeno mal epileptico"
"G412";"Estado de mal epileptico parcial complejo"
"G418";"Otros estados epilepticos"
"G419";"Estado de mal epileptico de tipo no especificado"
"G43";"Migraña"
"G430";"Migrana sin aura [migrana comun]"
"G431";"Migrana con aura [migrana clasica]"
"G432";"Estado migranoso"
"G433";"Migrana complicada"
"G438";"Otras migranas"
"G439";"Migrana, no especificada"
"G44";"Otros síndromes de cefalea"
"G440";"Sindrome de cefalea en racimos"
"G441";"Cefalea vascular, NCOP"
"G442";"Cefalea debida a tension"
"G443";"Cefalea postraumatica cronica"
"G444";"Cefalea inducida por drogas, no clasificada en otra parte"
"G448";"Otros sindromes de cefalea especificados"
"G45";"Ataques de isquemia cerebral transitoria y síndromes afines"
"G450";"Sindrome arterial vertebro-basilar"
"G451";"Sindrome de la arteria carotida (hemisferico)"
"G452";"Sindromes arteriales precerebrales bilaterales y multiples"
"G453";"Amaurosis fugaz"
"G454";"Amnesia global transitoria"
"G458";"Otras isquemias cerebrales transitorias y sindromes afines"
"G459";"Isquemia cerebral transitoria, sin otra especificacion"
"G46";"Síndromes vasculares encefálicos en enfermedades cerebrovasculares"
"G460";"Sindrome de la arteria cerebral media"
"G461";"Sindrome de la arteria cerebral anterior"
"G462";"Sindrome de la arteria cerebral posterior"
"G463";"Sindromes apopleticos del tallo encefalico"
"G464";"Sindrome de infarto cerebeloso"
"G465";"Sindrome lacunar motor puro"
"G466";"Sindrome lacunar sensorial puro"
"G467";"Otros sindromes lacunares"
"G468";"Otros sindromes vasculares encefalicos en enfermedades cerebrovasculares"
"G47";"Trastornos del sueño"
"G470";"Trastornos del inicio y del mantenimiento del sueno [insomnios]"
"G471";"Trastornos de somnolencia excesiva (hipersomnios)"
"G472";"Trastornos del ritmo nictameral"
"G473";"Apnea del sueno"
"G474";"Narcolepsia y cataplexia"
"G478";"Otros trastornos del sueno"
"G479";"Trastorno del sueno, no especificado"
"G50";"Trastornos del nervio trigémino"
"G500";"Neuralgia del trigemino"
"G501";"Dolor facial atipico"
"G508";"Otros trastornos del trigemino"
"G509";"Trastorno del trigemino, no especificado"
"G51";"Trastornos del nervio facial"
"G510";"Paralisis de Bell"
"G511";"Ganglionitis geniculada"
"G512";"Sindrome de Melkersson"
"G513";"Espasmo hemifacial clonico"
"G514";"Mioquimia facial"
"G518";"Otros trastornos del nervio facial"
"G519";"Trastorno del nervio facial, no especificado"
"G52";"Trastornos de otros nervios craneales"
"G520";"Trastornos del nervio olfatorio"
"G521";"Trastornos del nervio glosofaringeo"
"G522";"Trastornos del nervio vago"
"G523";"Trastornos del nervio hipogloso"
"G527";"Trastornos de multiples nervios craneales"
"G528";"Trastornos de otros nervios craneales especificados"
"G529";"Trastorno de nervio craneal, no especificado"
"G53";"Trastornos de los nervios craneales en enfermedades clasificadas en otra parte"
"G530";"Neuralgia postherpes zoster"
"G531";"Paralisis multiple de los nervios craneales en enfermedades infecciosas y parasitarias clasificadas en otra parte"
"G532";"Paralisis multiple de los nervios craneales, en la sarcoidosis"
"G533";"Paralisis multiple de los nervios craneales, en enfermedades neoplasicas"
"G538";"Otros trastornos de los nervios craneales en otras enfermedades clasificadas en otra parte"
"G54";"Trastornos de las raíces y de los plexos nerviosos"
